Date	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10	Target
20160101	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2814065699342791	0.5046833945302712	0.8857824408191322	0.2950366504381493	0.45533504300863153	0.8617235023152294	0.0	0.0	0.4954128440366972	0.0032626427406199287	0.6228419654714475	0.8373945641986879	0.43076923076923085	0.3003802281368821	0.2201834862385321
20160102	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642857142857143	0.3074215908106255	0.5413667185367083	0.7321446620979636	0.40819188347289315	0.5083746794358817	0.6933868964381177	0.0	0.0	0.2201834862385321	0.12398042414355628	0.39176626826029215	0.2750702905342081	0.40000000000000013	0.13688212927756652	0.3211009174311926
20160103	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714286	0.5205258326868036	0.39827185134806486	0.6189378777771047	0.4796948834729975	0.6228286317262635	0.8997996393989421	0.0	0.0	0.3211009174311927	0.050570962479608475	0.5046480743691899	0.534832864729772	0.3846153846153847	0.22053231939163495	0.8623853211009175
20160104	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3928571428571428	0.6480707890795792	0.360848960250349	0.6522934481573579	0.4335303252090789	0.5428039171167283	0.7515031055698975	0.0	0.0	0.8623853211009174	0.5725938009787928	0.20318725099601592	0.48953452046235546	0.6769230769230771	0.5779467680608364	0.11009174311926605
20160105	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3571428571428571	0.28201580377752183	0.33226999311923244	0.7574140335981556	0.2745576358799664	0.3120349726613243	0.4308619515984161	0.0	0.0	0.11009174311926606	0.3262642740619902	0.09561752988047809	0.10278038113089659	0.3846153846153847	0.06844106463878326	0.20183486238532108
20160106	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3214285714285714	0.2756705783344128	0.4970249644031958	0.7624679078981942	0.2561612329724742	0.29342457391492077	0.4288579443455133	0.0	0.0	0.2018348623853211	0.07177814029363783	0.4169986719787517	0.2776476101218369	0.5230769230769231	0.13688212927756652	0.2201834862385321
20160107	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.4159524257177089	0.37244732750918075	0.7281015626579342	0.24748368442098764	0.3371590109689691	0.573146463668752	0.0	0.0	0.2201834862385321	0.29200652528548127	0.15139442231075695	0.26101218369259604	0.476923076923077	0.16349809885931557	0.09174311926605505
20160108	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5212644983076286	0.4942056815854059	0.6836274688175953	0.22249234461269962	0.3064518530374032	0.5531063915004443	0.0	0.0	0.09174311926605505	0.2300163132137031	0.16334661354581673	0.14745392064979695	0.36923076923076925	0.06844106463878326	0.20183486238532108
20160109	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2142857142857142	0.35211955148177554	0.4516173064871041	0.7190045889178641	0.2561612329724742	0.3278538115957673	0.5430863554764106	0.0	0.0	0.2018348623853211	0.18597063621533447	0.28154050464807434	0.25734145579506407	0.44615384615384623	0.13688212927756652	0.1559633027522936
20160110	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1785714285714286	0.4387893898809205	0.30017941861645087	0.7149614894778349	0.3554323883081787	0.45254348319667104	0.6232466440294011	0.0	0.0	0.1559633027522936	0.1631321370309951	0.3187250996015936	0.19954701655732585	0.4923076923076924	0.10266159695817488	0.12844036697247707
20160111	0.8571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571428571428	0.2293606426253943	0.36617360939403276	0.7766187559383025	0.25303731549643815	0.25806481629675404	0.30861751157614764	0.0	0.0	0.12844036697247707	0.3752039151712888	0.10092961487383799	0.13448922211808811	0.3846153846153847	0.08365019011406842	0.24770642201834864
20160112	0.8928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1071428571428572	0.30381177274388416	0.4143699271527683	0.7412416358380337	0.19264157762640868	0.22828817830250833	0.3847697856233324	0.0	0.0	0.24770642201834864	0.13376835236541598	0.3160690571049136	0.3047485160887223	0.476923076923077	0.19391634980988592	0.11926605504587157
20160113	0.9285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714285714	0.3825299352793928	0.46745174209755147	0.658358097317403	0.19055896597571798	0.284119374541719	0.5691384492831866	0.0	0.0	0.11926605504587157	0.2642740619902121	0.18592297476759628	0.17041549515776322	0.2923076923076924	0.0950570342205323	0.1559633027522936
20160114	0.9642857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0357142857142857	0.5266621488271128	0.4016834116082731	0.6704873956374957	0.18882345625292501	0.23852389761303028	0.4288579443455133	0.0	0.0	0.1559633027522936	0.26753670473083196	0.19521912350597612	0.2036863480162449	0.4923076923076924	0.14068441064638781	0.24770642201834864
