Date	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10	f_Ta	f_Pa	f_RH	f_MH	f_U	f_V	f_RN_ACC	f_850hpa_gpm	f_850hpa_U	f_850hpa_V	f_850hpa_RH	f_850hpa_Ta	f_925hpa_gpm	f_925hpa_U	f_925hpa_V	f_temp_850_925	Target
20190101	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.612529279601105	0.5099949980762907	0.9235854205834195	0.20999667470855563	0.2803972947924382	0.4949901823686643	0.0	0.0	0.23853211009174313	0.022838499184339302	0.5099601593625498	0.5090596688534832	0.21538461538461537	0.14068441064638784	0.20652451295847102	0.9454583995572772	0.21246804122541468	0.027831647057109384	0.5994786285056726	0.33343122979210765	0.0	0.2742463735556367	0.5412983276471653	0.17992718579130698	0.0671910305179762	0.3033296555524105	0.2797268596392339	0.6607210044827624	0.19362482817660914	0.466570389602077	0.17431192660550457
20190102	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642857142857143	0.5460837484559374	0.49037596746777357	0.907615177795299	0.18569946936344284	0.24503753717427149	0.4529060308993864	0.0	0.0	0.13761467889908258	0.15660685154975532	0.31075697211155384	0.30076538581693224	0.2461538461538462	0.07604562737642585	0.2906916305500034	0.9160588467072472	0.07581804505807571	0.028533625496985748	0.4741549857448915	0.4737102454182046	0.0	0.3459669953528682	0.5708477399490194	0.3403004510817331	0.2680599082295161	0.33430041472625927	0.3661747873093914	0.6418584237645115	0.3114858068424383	0.3707070363599268	0.2752293577981651
20190103	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714286	0.5799851837339174	0.4819454146050449	0.9227768006954142	0.20270753393113833	0.24565726345252667	0.4148294930543114	0.0	0.0	0.1743119266055046	0.066884176182708	0.4077025232403719	0.37324273664479857	0.2461538461538462	0.10646387832699619	0.24942987165284294	0.8246340675152171	0.1401643627497391	0.22920043567171894	0.670064811352327	0.23517230401995376	0.0	0.260665591476109	0.6389459290173521	0.19718293596298972	0.03474254415892721	0.3205008841481062	0.2689402130968922	0.6466299897709334	0.15426951861012497	0.6676681081556808	0.7339449541284403
20190104	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3928571428571428	0.4294912198563303	0.4661322474648937	0.9126690520953374	0.24991346743384849	0.2642676621989302	0.36072129830809685	0.0	0.0	0.27522935779816515	0.003262642740619912	0.7104913678618858	0.7807716338644174	0.4307692307692308	0.16730038022813687	0.193863694943781	0.8239379302711667	0.19939393892195756	0.0692394490951255	0.6405255615680889	0.32555413772423963	0.0	0.2511626402219662	0.4843057177534627	0.229548524898737	0.05600267221266564	0.3059899519854405	0.2543933718971358	0.5965317510392385	0.24563947965245775	0.5976295439907509	0.17431192660550457
20190105	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3571428571428571	0.5814841885599706	0.40113187153259866	0.7661066973942231	0.30926789947853267	0.4178040101687219	0.6733464235084474	0.0	0.0	0.7339449541284403	0.22349102773246332	0.33731739707835334	0.548734770384255	0.4307692307692308	0.3802281368821293	0.2603542733167989	0.8149063862755939	0.2486496962296295	0.029964561699732165	0.6117126425847825	0.34337111457797964	0.0	0.30654784371621024	0.5805211848949072	0.23829382331741658	0.15152160855761806	0.33389838645774916	0.317164053767521	0.640321582999738	0.25921790969107217	0.46256695723138097	0.20183486238532106
20190106	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3214285714285714	0.5153227672381819	0.4778178503867977	0.7873329694543836	0.22596343345090583	0.19044765453144596	0.23847765992879358	0.0	0.0	0.1743119266055046	0.08319738988580751	0.3559096945551129	0.3277881911902531	0.32307692307692304	0.17870722433460076	0.27950414196537166	0.7744193912562247	0.23533039262357947	0.11739942741748942	0.6394094922886082	0.2533526410874653	0.0	0.28707975937305746	0.6373811812698318	0.295972555818649	0.09356023306270711	0.29453753064007326	0.3082858963588753	0.6988445372070927	0.2804231286603255	0.4538850195821148	0.18348623853211007
20190107	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.5067873425051856	0.49497697402878404	0.8022924373824974	0.24852499024633307	0.2946658875113058	0.4448896012466528	0.0	0.0	0.2018348623853211	0.004893964110929828	0.6042496679946879	0.5374101843174007	0.3384615384615385	0.12547528517110265	0.15598003185208054	0.9071278361925845	0.15071369265707774	0.18162080306736675	0.6668579414799202	0.2507062211234477	0.0	0.1961071411763585	0.4461834609375179	0.13870161498180814	0.11852141651786989	0.21047525933291067	0.20294030331085247	0.5842254479661357	0.1614405633870494	0.48888779988238723	0.09174311926605504
20190108	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5265203444172692	0.45069907727979885	0.7796510805183252	0.2797641650066931	0.24875961692355217	0.27054097373107266	0.0	0.0	0.18348623853211007	0.24469820554649266	0.2602921646746348	0.2590596688534833	0.38461538461538464	0.11026615969581749	0.2564621658390705	0.8182254255672362	0.09016109747830942	0.0040181532946909565	0.5222233732943646	0.4284622520723055	0.0	0.2960366475045231	0.6003099668925073	0.32992707815325195	0.0	0.3218862215130895	0.3173871093847473	0.6737326748802406	0.3129611528978734	0.5482462105907437	0.2568807339449541
20190109	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2142857142857142	0.5030321517961773	0.4095655320974415	0.9009440637192475	0.18465816353809747	0.13430566463317034	0.1943891004452503	0.0	0.0	0.09174311926605504	0.24469820554649266	0.1301460823373174	0.14792252421118401	0.27692307692307694	0.11406844106463877	0.3352277867583417	0.7608932905368003	0.5062045163543374	0.019866223680051733	0.49846049449802493	0.4474212947306874	1.1227997443476039e-06	0.3717965661735146	0.5280392701208894	0.289819181766818	0.15152365153366212	0.39476169729514793	0.406518342545608	0.6275013458210088	0.312027845747152	0.6358376704684104	0.37614678899082565
20190110	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1785714285714286	0.6258200105866688	0.49838858797722546	0.7917803788384179	0.2620619659758224	0.17772930802815382	0.16232458423864357	0.0	0.0	0.25688073394495414	0.017944535073409474	0.47675962815405043	0.3919087785067166	0.38461538461538464	0.19011406844106465	0.37647781022919397	0.6921027116768123	0.260467308736587	0.04297044184559757	0.4875458915132906	0.43762128754923185	2.0512687637111785e-05	0.3911809948374877	0.36767556951541	0.3932364551696307	0.3433799404268186	0.3431961875515715	0.4222558800627791	0.5439698949556728	0.41453620371248845	0.1904505686614154	0.6055045871559633
20190111	0.8571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571428571428	0.4667692553148677	0.4858332571119381	0.7477105949420838	0.35820921079141393	0.46836232213111395	0.7014033260908513	0.0	0.0	0.37614678899082565	0.001631321370309956	0.553784860557769	0.5677913152139957	0.41538461538461535	0.2053231939163498	0.353652406061112	0.7180755373547303	0.3622432047587744	0.03265601928410407	0.48298495000987823	0.4350820534889816	0.0	0.4162095647860667	0.30992215265238504	0.32640887939586477	0.2776633257198426	0.4147547515389015	0.4361908178823273	0.4706766068606689	0.3656529239824145	0.3593578106435495	0.6238532110091742
20190112	0.8928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1071428571428572	0.44417189666798196	0.4813375909363818	0.6674550710574731	0.3769527781259795	0.4035361618658041	0.4488984172751834	0.0	0.0	0.6055045871559633	0.004893964110929828	0.6679946879150067	0.7457044673539519	0.44615384615384623	0.32699619771863114	0.36329487242951386	0.739328761483119	0.570362594207531	0.013502643179432401	0.5249835073613203	0.4759064845863991	0.00016772900796324162	0.3928199963965792	0.5302751156926762	0.33038463774021143	0.2681101654402	0.344521848845448	0.43077462121333354	0.6203833791312157	0.38733202861553556	0.27048821272697443	0.9357798165137614
20190113	0.9285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714285714	0.5289666045573065	0.492530140843561	0.7254735480219143	0.31759834608129534	0.3777916528639542	0.5150306552983345	0.0	0.0	0.6238532110091743	0.05220228384991843	0.555112881806109	0.734379881287098	0.3384615384615385	0.34600760456273766	0.3483164144047874	0.7091011754288863	0.5002408068146382	0.021594319467259468	0.6060768393287718	0.3995579653328632	0.00012316249503377147	0.3555667778300545	0.5768784429612737	0.33712004011181046	0.2621901316085168	0.3075920077139174	0.3927401594803682	0.6847063877502586	0.36685982471869016	0.2835276209830661	1.0
20190114	0.9642857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0357142857142857	0.4692318743048998	0.4930490199344755	0.753775244102129	0.3276642329725786	0.4534740031339911	0.7434874775601292	0.0	0.0	0.9357798165137616	0.022838499184339302	0.6653386454183267	0.9162761636988441	0.2923076923076924	0.48288973384030415	0.18110963363279214	0.7667870282235737	0.1660639172154122	0.3306206212673681	0.7047777239041783	0.14867595932723698	0.0	0.17790991023348604	0.4556985956274248	0.13980148019939262	0.040371045309122736	0.17515555039060832	0.20118361036270502	0.5924765091180924	0.09532015230042933	0.4987768679017333	0.14678899082568805
