Date	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10	f_Ta	f_Pa	f_RH	f_MH	f_U	f_V	f_RN_ACC	f_850hpa_gpm	f_850hpa_U	f_850hpa_V	f_850hpa_RH	f_850hpa_Ta	f_925hpa_gpm	f_925hpa_U	f_925hpa_V	f_temp_850_925	Target
20190101	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.612529279601105	0.5099949980762907	0.9235854205834195	0.20999667470855563	0.2803972947924382	0.4949901823686643	0.0	0.0	0.23853211009174313	0.022838499184339302	0.5099601593625498	0.5090596688534832	0.21538461538461537	0.14068441064638784	0.22306060467316874	0.9008182663553566	0.23724674748582608	0.11082364756640392	0.5241530653882546	0.303000660852041	0.0	0.23773140818143942	0.6364207891415822	0.2854709969785769	0.11268667241941491	0.3075507824548874	0.2438231910847193	0.667873945104556	0.2472539005283689	0.6198147938346739	0.1376146788990826
20190102	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642857142857143	0.5460837484559374	0.49037596746777357	0.907615177795299	0.18569946936344284	0.24503753717427149	0.4529060308993864	0.0	0.0	0.13761467889908258	0.15660685154975532	0.31075697211155384	0.30076538581693224	0.2461538461538462	0.07604562737642585	0.2310427527084277	0.9342328405918706	0.2166109391805484	0.017489540353783847	0.43683059104385524	0.33605743960183115	0.0	0.2805741548519946	0.6153047568041513	0.25693065656551867	0.07639417135332144	0.3472053171351663	0.28382029241226703	0.6307124161512683	0.2468464550352276	0.5078628475640405	0.1743119266055046
20190103	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714286	0.5799851837339174	0.4819454146050449	0.9227768006954142	0.20270753393113833	0.24565726345252667	0.4148294930543114	0.0	0.0	0.1743119266055046	0.066884176182708	0.4077025232403719	0.37324273664479857	0.2461538461538462	0.10646387832699619	0.2980942351758716	0.9118629760170327	0.15235896210455657	0.016016313696039963	0.2787961581535001	0.4408499255178309	0.0	0.33607135115361464	0.6174668704046652	0.4406817000443336	0.14426559691350813	0.4041610618570462	0.35343011152310816	0.5995538647809311	0.38441890133847234	0.6407310572854394	0.27522935779816515
20190104	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3928571428571428	0.4294912198563303	0.4661322474648937	0.9126690520953374	0.24991346743384849	0.2642676621989302	0.36072129830809685	0.0	0.0	0.27522935779816515	0.003262642740619912	0.7104913678618858	0.7807716338644174	0.4307692307692308	0.16730038022813687	0.28186263929132793	0.7933933132512965	0.19147066808387037	0.1027341976931132	0.48744645681736226	0.2387300735661364	0.0	0.27545391136362224	0.6741823007819082	0.27838763064536826	0.06441563747214223	0.3346398779164744	0.2878264914032895	0.6011081462065148	0.20959530356705056	0.556297152611948	0.7339449541284404
20190105	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3571428571428571	0.5814841885599706	0.40113187153259866	0.7661066973942231	0.30926789947853267	0.4178040101687219	0.6733464235084474	0.0	0.0	0.7339449541284403	0.22349102773246332	0.33731739707835334	0.548734770384255	0.4307692307692308	0.3802281368821293	0.2506683585480346	0.8020491321839011	0.16932983368936588	0.058906368522969835	0.44813816545770335	0.32430932237583937	0.0	0.274895666660447	0.5503621130607085	0.31228669563372957	0.0496168841469706	0.36226566989580483	0.2806848792551367	0.5565683507159599	0.3464309715017454	0.6567042365992812	0.1743119266055046
20190106	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3214285714285714	0.5153227672381819	0.4778178503867977	0.7873329694543836	0.22596343345090583	0.19044765453144596	0.23847765992879358	0.0	0.0	0.1743119266055046	0.08319738988580751	0.3559096945551129	0.3277881911902531	0.32307692307692304	0.17870722433460076	0.2813167023139091	0.8014431443694672	0.27762926149260814	0.014806184700960186	0.4228387071077211	0.35962128597881343	0.0	0.31323583946724515	0.6320393040057034	0.33252062605997873	0.17385244521635257	0.36441586898120215	0.3266185754382668	0.6309000468675012	0.32840434316233647	0.48608313928739943	0.20183486238532114
20190107	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.5067873425051856	0.49497697402878404	0.8022924373824974	0.24852499024633307	0.2946658875113058	0.4448896012466528	0.0	0.0	0.2018348623853211	0.004893964110929828	0.6042496679946879	0.5374101843174007	0.3384615384615385	0.12547528517110265	0.2773170162712764	0.7884594257150115	0.19486773342415964	0.022417239885993975	0.4723172900465294	0.3057792928665056	0.0	0.2744489747693578	0.6894275633143592	0.3061783049261303	0.1081116543648986	0.29908309367572616	0.29571637468909623	0.6675748207614393	0.2857666967610225	0.4052064073105728	0.18348623853211013
20190108	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5265203444172692	0.45069907727979885	0.7796510805183252	0.2797641650066931	0.24875961692355217	0.27054097373107266	0.0	0.0	0.18348623853211007	0.24469820554649266	0.2602921646746348	0.2590596688534833	0.38461538461538464	0.11026615969581749	0.1760771026967638	0.8992165127536108	0.14976799537797647	0.10310085713957882	0.47655667706633564	0.20908388022656535	0.0	0.2030350754287959	0.5043650981848271	0.2223711389007992	0.10161699549048424	0.2562990380845481	0.21086065942587964	0.4815050153047603	0.2548348560674228	0.5458335212379929	0.09174311926605506
20190109	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2142857142857142	0.5030321517961773	0.4095655320974415	0.9009440637192475	0.18465816353809747	0.13430566463317034	0.1943891004452503	0.0	0.0	0.09174311926605504	0.24469820554649266	0.1301460823373174	0.14792252421118401	0.27692307692307694	0.11406844106463877	0.27012346809517324	0.7996183403227429	0.14639735579778917	0.01312503278777975	0.29837276182187283	0.44248242635207485	0.0	0.3048809139867521	0.6437393942688856	0.4166163703050281	0.003198435561545466	0.3753895635991766	0.32332370372031116	0.6369745410831918	0.3795542490870273	0.6701035803812136	0.25688073394495414
20190110	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1785714285714286	0.6258200105866688	0.49838858797722546	0.7917803788384179	0.2620619659758224	0.17772930802815382	0.16232458423864357	0.0	0.0	0.25688073394495414	0.017944535073409474	0.47675962815405043	0.3919087785067166	0.38461538461538464	0.19011406844106465	0.3563422658564828	0.7509950583402912	0.5211019858168202	0.004996607106772262	0.32185400830758837	0.41944911548334884	2.9639449568492464e-06	0.3755029325543308	0.5727193123495533	0.3448370898570673	0.1786709495977095	0.4187576712831948	0.40822038878207517	0.5863112343590011	0.36352024842836156	0.6120228917372178	0.3761467889908257
20190111	0.8571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571428571428	0.4667692553148677	0.4858332571119381	0.7477105949420838	0.35820921079141393	0.46836232213111395	0.7014033260908513	0.0	0.0	0.37614678899082565	0.001631321370309956	0.553784860557769	0.5677913152139957	0.41538461538461535	0.2053231939163498	0.3691388629074637	0.6955308806003512	0.2898424798836724	0.01919754254619965	0.3095294894811931	0.41215466118791966	0.0	0.3743212068187825	0.5306501532469104	0.4923148980099027	0.20283994256082008	0.40577136472367975	0.4003965781771656	0.5331978802952191	0.4914289040371373	0.4454209376020872	0.6055045871559633
20190112	0.8928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1071428571428572	0.44417189666798196	0.4813375909363818	0.6674550710574731	0.3769527781259795	0.4035361618658041	0.4488984172751834	0.0	0.0	0.6055045871559633	0.004893964110929828	0.6679946879150067	0.7457044673539519	0.44615384615384623	0.32699619771863114	0.3722865035396526	0.710350063729088	0.35301935765978887	0.026134265525925023	0.42225565897786066	0.3233818394369453	0.0	0.3985761876212555	0.4664054008306064	0.3199287839932853	0.31623668857767656	0.4171140915259543	0.41874741669237503	0.48476846389705786	0.33112896166409106	0.27883108269381585	0.6238532110091743
20190113	0.9285714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714285714	0.5289666045573065	0.492530140843561	0.7254735480219143	0.31759834608129534	0.3777916528639542	0.5150306552983345	0.0	0.0	0.6238532110091743	0.05220228384991843	0.555112881806109	0.734379881287098	0.3384615384615385	0.34600760456273766	0.37995665644125026	0.744651285409411	0.6060163098887905	0.002323548132059851	0.36185678795564935	0.4733227335283173	0.0	0.38918202513228467	0.5588943165041275	0.3725911228969976	0.212788940815852	0.39163273917018526	0.4198502068382785	0.5683250021143611	0.41665371089109116	0.28900653248257435	0.9357798165137614
20190114	0.9642857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0357142857142857	0.4692318743048998	0.4930490199344755	0.753775244102129	0.3276642329725786	0.4534740031339911	0.7434874775601292	0.0	0.0	0.9357798165137616	0.022838499184339302	0.6653386454183267	0.9162761636988441	0.2923076923076924	0.48288973384030415	0.36167082006100393	0.6947363571804374	0.5042094880675271	0.022730242616292216	0.4215187980056025	0.3727014671787724	1.6975321116490707e-05	0.3489472897014294	0.6304445644868937	0.4271146547666841	0.29390093138435275	0.35753181889350893	0.37928876429719716	0.6310270089795561	0.41292975483473016	0.3761517639022866	1.0
