Date	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10	f_PM2_5	f_Ta	f_Pa	f_RH	f_MH	f_U	f_V	f_RN_ACC	f_850hpa_gpm	f_850hpa_U	f_850hpa_V	f_850hpa_RH	f_850hpa_Ta	f_925hpa_gpm	f_925hpa_U	f_925hpa_V	f_temp_850_925	Target
20160101	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2814065699342791	0.5046833945302711	0.8857824408191319	0.2950366504381493	0.4553350430086315	0.8617235023152295	0.0	0.0	0.4954128440366972	0.0032626427406199357	0.6228419654714475	0.837394564198688	0.43076923076923085	0.3003802281368821	0.31109968763185863	0.5019903207791261	0.6812904383342874	0.6374447706606677	0.44732852764077263	0.6817495467727673	0.7027779336960754	0.00166976536367476	0.4494222470613512	0.7395366308921162	0.5446893772598516	0.4062847098096825	0.44583293907843435	0.46850874865411546	0.7316557833510303	0.6041413970621857	0.25098988681335344	0.25
20160102	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642857142857143	0.30742159081062553	0.5413667185367081	0.7321446620979635	0.40819188347289315	0.5083746794358817	0.6933868964381177	0.0	0.0	0.22018348623853212	0.12398042414355631	0.39176626826029215	0.2750702905342081	0.40000000000000013	0.13688212927756654	0.4852685595956012	0.4457901354820854	0.6303794981004083	0.5469745399512591	0.1537986006963432	0.4707735675801677	0.6103295307438718	0.001808697447207844	0.4351517222271242	0.6967263007224236	0.5105252664312743	0.224404437289023	0.5241447637197921	0.42145256206325066	0.6060190812092892	0.5008015024049326	0.4538919936508777	0.3942307692307692
20160103	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714286	0.5205258326868036	0.3982718513480648	0.6189378777771047	0.47969488347299744	0.6228286317262633	0.8997996393989421	0.0	0.0	0.3211009174311927	0.0505709624796085	0.5046480743691899	0.534832864729772	0.3846153846153847	0.22053231939163498	0.5560306740927982	0.3668607307523552	0.6908407671335316	0.24095326310688478	0.2620767600334473	0.5827454670198741	0.35262074595340454	0.0	0.3352726840569474	0.7576211865989135	0.2752706350284561	0.17123694563242414	0.4096515825669938	0.33276407716294554	0.6548877152690826	0.30527851597102806	0.48690009906504184	0.5576923076923077
20160104	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3928571428571428	0.6480707890795793	0.36084896025034896	0.6522934481573579	0.4335303252090789	0.5428039171167282	0.7515031055698976	0.0	0.0	0.8623853211009173	0.5725938009787929	0.20318725099601592	0.4895345204623555	0.676923076923077	0.5779467680608364	0.1147985082850368	0.2945519566331552	0.7837882213046534	0.08927150334219924	0.2999539083425473	0.5404917598051383	0.36640500384295643	0.0	0.24720915804378135	0.7334387189431169	0.274029526635921	0.18865001726520836	0.30180837764758417	0.25394726875536466	0.616319809853671	0.30383502470864854	0.5012579122220604	0.09615384615384615
20160105	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3571428571428571	0.28201580377752183	0.3322699931192324	0.7574140335981556	0.2745576358799664	0.3120349726613242	0.4308619515984162	0.0	0.0	0.11009174311926606	0.32626427406199027	0.09561752988047813	0.1027803811308966	0.3846153846153847	0.06844106463878327	0.34519075563331963	0.33800546297757406	0.741663120996854	0.2558793445669259	0.13891278174439506	0.4603736423237321	0.502648965937573	0.0	0.31067153022120714	0.7512370809202241	0.35898486408261676	0.24714221660921737	0.33144840529923075	0.3215443865687763	0.7025854962574377	0.3905170259443468	0.35175624094491553	0.25
20160106	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3214285714285714	0.2756705783344128	0.4970249644031958	0.7624679078981941	0.2561612329724742	0.29342457391492066	0.4288579443455133	0.0	0.0	0.2018348623853211	0.07177814029363784	0.4169986719787517	0.2776476101218369	0.5230769230769232	0.13688212927756654	0.1568544697843069	0.25288874136068173	0.7481985775091797	0.15595976053593474	0.2676040433649013	0.578296243097781	0.3397160145868811	0.0	0.22718158497003732	0.6495177725905026	0.29792286497995146	0.10902565949182005	0.279877192845748	0.22534876815288293	0.6224257024659734	0.2995230544930181	0.47920499540309697	0.18269230769230768
20160107	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.415952425717709	0.37244732750918075	0.7281015626579342	0.24748368442098767	0.337159010968969	0.5731464636687521	0.0	0.0	0.22018348623853212	0.29200652528548127	0.15139442231075698	0.2610121836925961	0.47692307692307695	0.1634980988593156	0.22174464869351881	0.2772186015333657	0.6941834050243555	0.1346399894877346	0.21430460752742886	0.516042026267833	0.40273961462595154	0.0	0.24233930386603117	0.756096357638274	0.3045130170917975	0.5046666075213684	0.2528324570670324	0.2488629204808768	0.6780311320579152	0.32381803119872304	0.2923854312281927	0.14423076923076925
20160108	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5212644983076287	0.4942056815854059	0.6836274688175951	0.22249234461269965	0.3064518530374031	0.5531063915004444	0.0	0.0	0.09174311926605506	0.2300163132137031	0.16334661354581675	0.14745392064979695	0.36923076923076925	0.06844106463878327	0.29326554200711025	0.29031737307888367	0.7544132505945893	0.19469130594150483	0.15840657239178563	0.46406882447813985	0.45881009342869933	0.0	0.25854582450065594	0.7522362520213561	0.39744748042985595	0.5098042029692679	0.2600610696200341	0.2670207207697029	0.6757224519922719	0.4294938422453552	0.2768618475375769	0.17307692307692307
20160109	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2142857142857142	0.3521195514817756	0.4516173064871041	0.7190045889178641	0.2561612329724742	0.3278538115957672	0.5430863554764107	0.0	0.0	0.2018348623853211	0.18597063621533444	0.2815405046480744	0.2573414557950641	0.44615384615384623	0.13688212927756654	0.30074621174618316	0.3113379256526357	0.7672488920247138	0.2282796396162641	0.21424776675326618	0.5230803785874788	0.3530308970153997	0.0	0.27559554428692035	0.6991580449217861	0.3304940865855934	0.21219908742283927	0.3051359261019746	0.2785090073365114	0.6460721116533038	0.3525340853865385	0.34617886890732175	0.21153846153846154
20160110	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1785714285714286	0.43878938988092053	0.3001794186164508	0.7149614894778347	0.3554323883081788	0.452543483196671	0.6232466440294012	0.0	0.0	0.15596330275229361	0.16313213703099513	0.3187250996015937	0.19954701655732587	0.49230769230769245	0.10266159695817491	0.11239603499612077	0.22914657552164475	0.8057221947526004	0.14280464285365083	0.27326463335412626	0.5755410178903252	0.32966996540676335	0.0	0.1998677779344381	0.6372649907252775	0.27391502437777104	0.06903452258872009	0.25110768001122025	0.20131554713727726	0.5730066337856247	0.3090849345834942	0.49593507523547037	0.19230769230769232
20160111	0.8571428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571428571428	0.22936064262539438	0.3661736093940327	0.7766187559383025	0.2530373154964382	0.25806481629675393	0.30861751157614764	0.0	0.0	0.12844036697247707	0.37520391517128876	0.100929614873838	0.13448922211808811	0.3846153846153847	0.08365019011406845	0.19409895877907737	0.2262286610626102	0.7193489561103877	0.18860919246102675	0.1569689630828611	0.5684875658606882	0.3410693363022142	0.0	0.23132642412534937	0.5798240841148843	0.35983762565555216	0.08815998107350452	0.28660887724739204	0.22171660398652865	0.5749355139630847	0.36649088273733754	0.359085832273619	0.25
20160112	0.8928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1071428571428572	0.3038117727438842	0.4143699271527683	0.7412416358380335	0.1926415776264087	0.22828817830250822	0.38476978562333247	0.0	0.0	0.24770642201834864	0.133768352365416	0.3160690571049136	0.30474851608872233	0.47692307692307695	0.19391634980988592	0.26663603210233844	0.24745055336177865	0.6418695034373725	0.19663027995107316	0.16484773076367049	0.40685979824899987	0.5253027405427695	1.3580848830151947e-07	0.22875445794578822	0.7917267750378901	0.41262129832749306	0.7109502953350885	0.236206959888414	0.23118058463150903	0.6614979108385033	0.44227895941869005	0.29816643130658943	0.14423076923076925
