Date	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	O_U	O_V	O_Pa	O_ta	O_td	O_RH	O_RN_ACC	O_radiation	O_PM2_5	O_O3	O_NO2	O_CO	O_SO2	O_PM10	f_PM2_5	f_Ta	f_Pa	f_RH	f_MH	f_U	f_V	f_RN_ACC	f_850hpa_gpm	f_850hpa_U	f_850hpa_V	f_850hpa_RH	f_850hpa_Ta	f_925hpa_gpm	f_925hpa_U	f_925hpa_V	f_temp_850_925	Target
20160101	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2814065699342791	0.5046833945302711	0.8857824408191319	0.2950366504381493	0.4553350430086315	0.8617235023152295	0.0	0.0	0.4954128440366972	0.0032626427406199357	0.6228419654714475	0.837394564198688	0.43076923076923085	0.3003802281368821	0.3697071192245274	0.3938673110744828	0.7791825930130428	0.583565723837747	0.20825599887678298	0.44504321214189285	0.6919694300373594	0.004145258265769715	0.37619115172132717	0.6775808255676766	0.4703747134477612	0.30536106840843974	0.4298683204585901	0.38866080104506245	0.6251489814363959	0.6494446031952917	0.48071455918410566	0.24545454545454545
20160102	0.5357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4642857142857143	0.30742159081062553	0.5413667185367081	0.7321446620979635	0.40819188347289315	0.5083746794358817	0.6933868964381177	0.0	0.0	0.22018348623853212	0.12398042414355631	0.39176626826029215	0.2750702905342081	0.40000000000000013	0.13688212927756654	0.46694234349047714	0.44922390149410446	0.6445373541913456	0.6297776877071907	0.13534794399168032	0.46477979727743113	0.6388518131468436	0.0015742526572310664	0.43864023652004297	0.6461622685780473	0.45923622976519696	0.2656818815616842	0.5080311996218327	0.4421191594465459	0.6172052275974884	0.564999378621322	0.5093590682010457	0.31818181818181823
20160103	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714286	0.5205258326868036	0.3982718513480648	0.6189378777771047	0.47969488347299744	0.6228286317262633	0.8997996393989421	0.0	0.0	0.3211009174311927	0.0505709624796085	0.5046480743691899	0.534832864729772	0.3846153846153847	0.22053231939163498	0.8777659974854136	0.3825189021597582	0.6184762823419274	0.5255175739713688	0.058733631222002765	0.4418716748541174	0.4541187692188845	0.003906445935418577	0.3972016243701919	0.6563320591071969	0.3691497419457117	0.29643987820207596	0.47148334829611815	0.39300489724804416	0.6207835667707349	0.4397490015918868	0.4336591309245491	0.7454545454545455
20160104	0.6071428571428572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3928571428571428	0.6480707890795793	0.36084896025034896	0.6522934481573579	0.4335303252090789	0.5428039171167282	0.7515031055698976	0.0	0.0	0.8623853211009173	0.5725938009787929	0.20318725099601592	0.4895345204623555	0.676923076923077	0.5779467680608364	0.09705140621995209	0.30141707011162366	0.7511348001947588	0.13486351329860127	0.262210859904064	0.5434351238418995	0.2674388911897308	0.0	0.25382982715922764	0.6767482510966751	0.19148508921808666	0.09031229609481929	0.33768083429512663	0.2581485863437623	0.5980047228507687	0.2613436053245126	0.6158970915611869	0.09999999999999999
20160105	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3571428571428571	0.28201580377752183	0.3322699931192324	0.7574140335981556	0.2745576358799664	0.3120349726613242	0.4308619515984162	0.0	0.0	0.11009174311926606	0.32626427406199027	0.09561752988047813	0.1027803811308966	0.3846153846153847	0.06844106463878327	0.14404091565980606	0.2876869540328604	0.782649484576574	0.12349903937801118	0.14885146662400636	0.4006155074395276	0.3249233390484815	0.0	0.261112367101154	0.6654750561019779	0.28999036228255365	0.26502173138075197	0.3187963089077986	0.2584068539924293	0.5975068583176594	0.39235503070106675	0.4188161200567421	0.17272727272727273
20160106	0.6785714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3214285714285714	0.2756705783344128	0.4970249644031958	0.7624679078981941	0.2561612329724742	0.29342457391492066	0.4288579443455133	0.0	0.0	0.2018348623853211	0.07177814029363784	0.4169986719787517	0.2776476101218369	0.5230769230769232	0.13688212927756654	0.24412631132001827	0.26720112993606504	0.7294331427701517	0.2263333506310407	0.24836059084417947	0.5083889715145389	0.24244602618381897	0.0	0.23310156277859434	0.6545346010164821	0.2120411075071024	0.205984427397871	0.29755604086801307	0.23286903972059578	0.6041282775916007	0.2278591479203655	0.49895441432656024	0.26363636363636367
20160107	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.415952425717709	0.37244732750918075	0.7281015626579342	0.24748368442098767	0.337159010968969	0.5731464636687521	0.0	0.0	0.22018348623853212	0.29200652528548127	0.15139442231075698	0.2610121836925961	0.47692307692307695	0.1634980988593156	0.12204907378553155	0.2542018541941681	0.7028347495627278	0.23799959564112158	0.3718155046703308	0.5131855514564648	0.2559574518307429	0.0	0.21088773433975547	0.641097043687694	0.23191040697337922	0.1876650442825594	0.24893261011563017	0.21880016720253756	0.6424781679539936	0.284004500379854	0.41969238718206225	0.11818181818181818
20160108	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5212644983076287	0.4942056815854059	0.6836274688175951	0.22249234461269965	0.3064518530374031	0.5531063915004444	0.0	0.0	0.09174311926605506	0.2300163132137031	0.16334661354581675	0.14745392064979695	0.36923076923076925	0.06844106463878327	0.16036430721620304	0.26041994230140814	0.7051512623506477	0.23888801068734655	0.21136449006332028	0.461362743772494	0.299253454302777	0.0	0.22460493439058013	0.7060989341141851	0.2788518785999894	0.45954947013893005	0.2608527986593793	0.22798365887184494	0.625921337801583	0.33813553880971403	0.3608696107535316	0.17272727272727273
20160109	0.7857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2142857142857142	0.3521195514817756	0.4516173064871041	0.7190045889178641	0.2561612329724742	0.3278538115957672	0.5430863554764107	0.0	0.0	0.2018348623853211	0.18597063621533444	0.2815405046480744	0.2573414557950641	0.44615384615384623	0.13688212927756654	0.18823396316467242	0.3045805768457807	0.7287184876984196	0.4140893781729858	0.13488393020124717	0.4765310962170328	0.4202237920401362	0.0005049238397294078	0.28588965583141523	0.6864641736227322	0.39930673860144883	0.5508600762967171	0.28296152673545566	0.29945821568284225	0.6534880751200602	0.5010783882291314	0.18301647684757957	0.1272727272727273
20160110	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1785714285714286	0.43878938988092053	0.3001794186164508	0.7149614894778347	0.3554323883081788	0.452543483196671	0.6232466440294012	0.0	0.0	0.15596330275229361	0.16313213703099513	0.3187250996015937	0.19954701655732587	0.49230769230769245	0.10266159695817491	0.09603148183525463	0.2623020366494558	0.7978905089681785	0.13368531171767067	0.2574889923380716	0.5119270662314332	0.2603881222197664	0.0	0.2268622110448722	0.6391254510209753	0.24818279956818995	0.1300855899154406	0.2922634737811097	0.22631436606769093	0.6063146647062381	0.283150001364002	0.48531467066669615	0.11818181818181818
